Id,Front,Item A,Item B,Legs,Pilot,Rarity,Rarity (percent),Serial Number,Theme,Top,Price
8814,Breaker,Infiltrator,No Item,Ravager,Panda,A,0.0593,681899036690660762,High Tide,Deep Fried,0.1319
8815,Deep Fried,Infiltrator,Breaker,Ravager,Green Frog,D,0.4924,700926336910071518,Idol,Breaker,0.119
8816,Peacekeeper,Spyder,No Item,Breaker,Chicken,C,0.2973,181220764739223610,Maverick,Renegade,0.119
8817,Infiltrator,Peacekeeper,Peacekeeper,Infiltrator,Dart Frog,S,0.0296,602066211108167749,Grape,Breaker,0.119
8818,Ravager,No Item,Spyder,Infiltrator,Tiger,C,0.2973,065695214355450076,Maverick,Buster,0.1
8819,Renegade,No Item,Peacekeeper,Ravager,Purple Frog,C,0.2973,662491137066326070,Crimson,Infiltrator,0.123
8820,Deep Fried,Ravager,Peacekeeper,Peacekeeper,Golden Pupper,D,0.4924,564021978932486629,C.A.T.,Infiltrator,
8821,Ironclaw,No Item,Breaker,Renegade,Green Frog,D,0.4924,770960209800911404,Nebula,Renegade,0.45
8822,Buster,Ravager,No Item,Peacekeeper,Boar,D,0.4924,566908879508117766,Orng,Ironclaw,
8823,Renegade,Ironclaw,Ravager,Skyhammer,German Shepherd,C,0.2973,600804045063121439,Corps,Skyhammer,0.16
8824,Spyder,Infiltrator,Ironclaw,Ravager,Mako Shark,D,0.4924,560009830204724915,Corps,Deep Fried,0.16
8825,Infiltrator,No Item,Ironclaw,Breaker,Brown Mouse,C,0.2973,788496269133002090,Nero,Breaker,
8826,Skyhammer,Peacekeeper,Peacekeeper,Ravager,Platypus,S,0.0296,510017530432568455,Corps,Peacekeeper,
8827,Spyder,No Item,No Item,Infiltrator,Pig,D,0.4924,280046619211115678,High Tide,Breaker,
8828,Infiltrator,Breaker,Spyder,Renegade,Peacock,B,0.0992,950088503142248488,Seal,Ironclaw,
8829,Renegade,Ironclaw,No Item,Buster,White Mouse,D,0.4924,146946651090004272,Seal,Breaker,
8830,Buster,Renegade,Breaker,Spyder,Tuxedo Cat,C,0.2973,246444422513147090,Orng,Skyhammer,
8831,Peacekeeper,No Item,Ravager,Ironclaw,Raccoon,B,0.0992,707069988777686348,Seal,Deep Fried,0.234
8832,Deep Fried,No Item,Breaker,Ravager,Clover,C,0.2973,724995931911424284,Ghost,Buster,
8833,Peacekeeper,No Item,Spyder,Infiltrator,Collie,D,0.4924,217596916766902519,Phantom,Breaker,
8834,Buster,Ravager,Ironclaw,Peacekeeper,Tuna,C,0.2973,484562979540364865,Camo,Spyder,
8835,Renegade,No Item,No Item,Ironclaw,White Mouse,D,0.4924,562362989033220716,Seal,Spyder,0.1145
8836,Deep Fried,No Item,Spyder,Infiltrator,Cave Bat,D,0.4924,567278019988453514,High Tide,Ironclaw,0.21
8837,Spyder,Buster,Spyder,Breaker,Boid,C,0.2973,421957666206007081,Grape,Peacekeeper,
8838,Renegade,Peacekeeper,Ironclaw,Deep Fried,Corgi,D,0.4924,281838196040097077,Mint,Ironclaw,
8839,Renegade,No Item,Buster,Spyder,Tiger,C,0.2973,841497226033067749,Grape,Peacekeeper,0.1633
8840,Ironclaw,No Item,Ironclaw,Infiltrator,Pug,B,0.0992,151629216833907746,High Tide,Deep Fried,
8841,Spyder,No Item,Skyhammer,Infiltrator,White Pupper,C,0.2973,901799110244857203,Red,Deep Fried,0.152
8842,Ravager,No Item,Breaker,Peacekeeper,Chicken,C,0.2973,484220774355567724,Seal,Renegade,0.116
8843,Ravager,Infiltrator,Renegade,Breaker,Prince Cat,D,0.4924,144858263376102861,Puff,Ironclaw,0.1623
8844,Ravager,Deep Fried,Renegade,Renegade,Rooster,D,0.4924,490023206300045694,High Tide,Ravager,0.144
8845,Peacekeeper,Ravager,No Item,Deep Fried,Boar,D,0.4924,423626091704116603,Red,Breaker,0.169
8846,Renegade,Deep Fried,Buster,Skyhammer,Grey Wolf,D,0.4924,848862641040900054,High Tide,Spyder,0.166
8847,Peacekeeper,No Item,No Item,Skyhammer,Corgi,D,0.4924,490044744711662879,Corps,Skyhammer,0.178
8848,Ravager,No Item,Ironclaw,Infiltrator,White Pupper,C,0.2973,245154311300092173,Grape,Skyhammer,0.178
8849,Ironclaw,Renegade,Buster,Peacekeeper,Rabbit,D,0.4924,280028074843907741,Grape,Ironclaw,0.178
8850,Ironclaw,No Item,No Item,Ironclaw,Canadian Goose,D,0.4924,007585880800776587,Mint,Buster,0.183
8851,Ironclaw,Skyhammer,No Item,Peacekeeper,Blue Spider,B,0.0992,807956677885666329,Puff,Breaker,
8852,Spyder,Ravager,Buster,Peacekeeper,Tiger,C,0.2973,421418871292542117,Grape,Ironclaw,
8853,Ironclaw,No Item,Skyhammer,Ravager,Purple Frog,C,0.2973,542434033811154919,Dune,Skyhammer,
8854,Peacekeeper,No Item,Renegade,Buster,Cave Bat,D,0.4924,284816357777114884,Snes,Breaker,
8855,Infiltrator,Deep Fried,Infiltrator,Breaker,Rottweiler,D,0.4924,914027264170023563,Corps,Peacekeeper,
8856,Renegade,No Item,Ravager,Breaker,Tuna,C,0.2973,847513769000083558,Orng,Ravager,
8857,Infiltrator,No Item,No Item,Peacekeeper,Orange Cat,D,0.4924,285274770122889006,Guardian,Skyhammer,
8858,Deep Fried,No Item,Renegade,Skyhammer,Salmon,C,0.2973,482653844900119008,Spec. Ops,Ravager,
8859,Breaker,Peacekeeper,Peacekeeper,Ravager,Turkey,C,0.2973,604038037616561859,C.A.T.,Ironclaw,
8860,Renegade,Breaker,Ironclaw,Spyder,Mako Shark,D,0.4924,561222828056275406,Snes,Spyder,
8861,Infiltrator,No Item,Buster,Breaker,Python,D,0.4924,773472763122904554,Phantom,Spyder,0.177
8862,Spyder,Ravager,Buster,Ironclaw,Purple Frog,C,0.2973,843672681296667068,Ghost,Spyder,
8863,Spyder,No Item,Ironclaw,Peacekeeper,Fruit Bat,C,0.2973,547223478255631522,Mint,Ravager,
8864,Ravager,Ironclaw,No Item,Renegade,Green Frog,D,0.4924,000959504345330888,Royal,Deep Fried,0.25
8865,Peacekeeper,No Item,Peacekeeper,Spyder,Orange Hamster,D,0.4924,498474725722483076,Guardian,Skyhammer,0.196
8866,Renegade,Deep Fried,No Item,Breaker,Python,D,0.4924,771769369080002888,Seal,Deep Fried,0.18
8867,Breaker,No Item,Renegade,Infiltrator,Giraffe,A,0.0593,008105415622753637,Police,Buster,0.489
8868,Peacekeeper,No Item,Ironclaw,Ravager,Black Horse,D,0.4924,423320636744724298,Orng,Renegade,0.13
8869,Ravager,Buster,No Item,Renegade,Collie,D,0.4924,568526808330552021,Nero,Breaker,0.15
8870,Ravager,Breaker,Breaker,Spyder,Blue Whale,S,0.0296,394201627356704261,Puff,Infiltrator,0.93
8871,Peacekeeper,No Item,Spyder,Ironclaw,Black Pupper,C,0.2973,120923480700424594,Phantom,Ravager,0.13
8872,Deep Fried,Deep Fried,No Item,Spyder,Chicken,C,0.2973,363692220970447087,Corps,Spyder,0.1756
8873,Renegade,No Item,No Item,Breaker,Blaze,D,0.4924,216631963055339023,C.A.T.,Infiltrator,0.114
8874,Buster,Deep Fried,No Item,Ironclaw,Pug,B,0.0992,504032688570446395,Corps,Spyder,
8875,Skyhammer,No Item,Deep Fried,Spyder,Cream Frenchie,B,0.0992,608456625433804841,C.A.T.,Breaker,
8876,Infiltrator,No Item,Infiltrator,Peacekeeper,Dobermann,C,0.2973,306355778155649089,C.A.T.,Buster,
8877,Skyhammer,No Item,Buster,Renegade,Bear,D,0.4924,770068306422660025,Grape,Ironclaw,0.225
8878,Spyder,No Item,No Item,Infiltrator,Golden Pupper,D,0.4924,144868218200229661,8008,Ironclaw,
8879,Renegade,No Item,Buster,Deep Fried,Orange Hamster,D,0.4924,634268190022663095,Crimson,Ironclaw,
8880,Infiltrator,No Item,No Item,Renegade,Orange Hamster,D,0.4924,914298502144000448,Nero,Ironclaw,
8881,Infiltrator,Buster,Renegade,Renegade,Blue Spider,B,0.0992,850523501184476572,Mint,Ravager,0.17
8882,Deep Fried,Peacekeeper,Ravager,Peacekeeper,Snake,D,0.4924,144258377900367241,C.A.T.,Ironclaw,0.14
8883,Infiltrator,Infiltrator,Breaker,Spyder,Tiger,C,0.2973,727047426178913513,Puff,Peacekeeper,0.185
8884,Skyhammer,Skyhammer,No Item,Skyhammer,Prince Cat,D,0.4924,288008649430660750,Orng,Ironclaw,0.13
8885,Ravager,Buster,No Item,Buster,Grey Wolf,D,0.4924,006685553312775630,High Tide,Buster,
8886,Infiltrator,Spyder,Peacekeeper,Infiltrator,Orange Cat,D,0.4924,631349210115722497,Hero,Deep Fried,
8887,Breaker,No Item,No Item,Deep Fried,Fox,D,0.4924,913591094666880682,Maverick,Infiltrator,
8888,Buster,No Item,Deep Fried,Renegade,Bengal Cat,C,0.2973,180043100511405768,Gb,Ravager,
8889,Skyhammer,Deep Fried,Ironclaw,Renegade,Purple Centipede,B,0.0992,908174409480819013,Hero,Skyhammer,
8890,Breaker,Buster,No Item,Deep Fried,Raccoon,B,0.0992,307080899600886628,Maverick,Renegade,0.13
8891,Peacekeeper,Spyder,No Item,Breaker,Lion Monkey,A,0.0593,606327660751888002,Camo,Peacekeeper,0.135
8892,Ravager,No Item,No Item,Deep Fried,Prince Cat,D,0.4924,288030394366774209,Grape,Renegade,0.145
8893,Breaker,No Item,No Item,Infiltrator,Collie,D,0.4924,492055512633664280,Seal,Buster,0.109
8894,Spyder,Skyhammer,Breaker,Spyder,Teal Frog,B,0.0992,703371929270424517,Mint,Infiltrator,0.17
8895,Skyhammer,Breaker,Peacekeeper,Buster,Pug,B,0.0992,206483955477723661,Hero,Ravager,0.126
8896,Infiltrator,Infiltrator,Breaker,Peacekeeper,Collie,D,0.4924,634048874198147045,Crimson,Ironclaw,0.148
8897,Deep Fried,No Item,Peacekeeper,Spyder,Black Pupper,C,0.2973,306494220955325628,Ghost,Skyhammer,0.154
8898,Breaker,Infiltrator,Spyder,Renegade,Tuxedo Cat,C,0.2973,541655903694092112,Ghost,Buster,
8899,Ravager,Ironclaw,Ironclaw,Breaker,Kaiju Lox,S+,0.01,785174862327364831,Hero,Skyhammer,
8900,Infiltrator,Skyhammer,No Item,Buster,Orange Hamster,D,0.4924,848427854140666229,Police,Peacekeeper,0.1325
8901,Peacekeeper,No Item,Ironclaw,Peacekeeper,Fox,D,0.4924,075644771744007851,Red,Skyhammer,0.139
8902,Buster,No Item,No Item,Ironclaw,Rabbit,D,0.4924,350060689500550618,Snes,Renegade,0.139
8903,Peacekeeper,Peacekeeper,Peacekeeper,Spyder,Cave Bat,D,0.4924,074803020716086509,Phantom,Ravager,0.1815
8904,Renegade,No Item,Ravager,Buster,Corgi,D,0.4924,562483854066440004,Maverick,Ravager,0.1813
8905,Peacekeeper,No Item,No Item,Buster,Rottweiler,D,0.4924,568078354788440000,Seal,Ironclaw,0.139
8906,Breaker,No Item,Ironclaw,Peacekeeper,Salmon,C,0.2973,182640079688360782,Orng,Renegade,0.138
8907,Peacekeeper,No Item,Deep Fried,Renegade,Salmon,C,0.2973,361389903755500637,Hero,Deep Fried,0.1545
8908,Renegade,No Item,No Item,Skyhammer,White Mouse,D,0.4924,842351243055552189,Grape,Infiltrator,0.1695
8909,Renegade,No Item,Peacekeeper,Ravager,Pig,D,0.4924,770086338044566626,Spec. Ops,Breaker,0.139
8910,Skyhammer,No Item,Renegade,Breaker,Orange Cat,D,0.4924,492631966488052177,Puff,Infiltrator,0.165
8911,Deep Fried,No Item,Ironclaw,Infiltrator,German Shepherd,C,0.2973,841600310911638713,8008,Renegade,0.139
8912,Ironclaw,No Item,Renegade,Renegade,Staffie,D,0.4924,424422105866801586,Guardian,Spyder,0.1537
8913,Ironclaw,No Item,Spyder,Breaker,Canadian Goose,D,0.4924,912543768822180012,Ghost,Ravager,0.14
8914,Infiltrator,No Item,No Item,Peacekeeper,Grey Hamster,D,0.4924,912012179177882023,Idol,Spyder,0.1933
8915,Skyhammer,Ironclaw,Spyder,Breaker,Salmon,C,0.2973,665254567454274998,Orng,Skyhammer,0.12
8916,Breaker,No Item,Infiltrator,Skyhammer,White Pupper,C,0.2973,005167241666762162,Unit 001,Peacekeeper,0.26
8917,Infiltrator,No Item,No Item,Peacekeeper,Black Horse,D,0.4924,913263672188110012,Ghost,Ravager,
8918,Deep Fried,No Item,Deep Fried,Buster,Pug,B,0.0992,505695955988808414,High Tide,Buster,
8919,Peacekeeper,Peacekeeper,No Item,Skyhammer,Brown Mouse,C,0.2973,724064042732444240,Seal,Skyhammer,
8920,Peacekeeper,Buster,Deep Fried,Spyder,Blue Spider,B,0.0992,258241420778901449,Grape,Infiltrator,
8921,Buster,No Item,Infiltrator,Breaker,Capybara,A,0.0593,766251462566981431,Corps,Infiltrator,
8922,Breaker,Infiltrator,No Item,Spyder,White Mouse,D,0.4924,840095925674444218,Snes,Buster,
8923,Ironclaw,No Item,Ravager,Ravager,Polar Bear,B,0.0992,308452537833524202,Orng,Spyder,
8924,Ravager,No Item,No Item,Infiltrator,Prince Cat,D,0.4924,918022319311111474,Orng,Spyder,
8925,Spyder,Infiltrator,Ironclaw,Breaker,Great White,C,0.2973,361051669268368428,Maverick,Infiltrator,
8926,Ravager,No Item,Peacekeeper,Peacekeeper,Rooster,D,0.4924,281907470333325634,Orng,Peacekeeper,
8927,Ironclaw,Infiltrator,No Item,Ironclaw,Raccoon,B,0.0992,007033486856001478,High Tide,Ravager,0.124
8928,Ironclaw,No Item,No Item,Breaker,Boar,D,0.4924,008157161888226335,Dune,Peacekeeper,0.137
8929,Renegade,No Item,Ironclaw,Renegade,Canadian Goose,D,0.4924,070093304022095445,Red,Ravager,0.09
8930,Peacekeeper,Skyhammer,No Item,Ravager,Rooster,D,0.4924,490025232730776603,Red,Buster,0.1825
8931,Skyhammer,Peacekeeper,Spyder,Buster,Rottweiler,D,0.4924,424000954464060636,Snes,Renegade,0.144
8932,Ravager,No Item,Spyder,Deep Fried,Brown Moose,C,0.2973,601260897355606346,High Tide,Renegade,
8933,Ravager,No Item,Deep Fried,Spyder,Raccoon,B,0.0992,553095022311507038,Idol,Buster,0.119
8934,Buster,Deep Fried,No Item,Peacekeeper,Bengal Cat,C,0.2973,060057474590772441,C.A.T.,Peacekeeper,0.34
8935,Ironclaw,Spyder,No Item,Deep Fried,Pig,D,0.4924,076045491881336009,Red,Buster,0.175
8936,Breaker,No Item,Peacekeeper,Breaker,Purple Frog,C,0.2973,481211266633324033,Nero,Infiltrator,0.344
8937,Infiltrator,No Item,Peacekeeper,Skyhammer,White Mouse,D,0.4924,422364946188722565,Crimson,Skyhammer,
8938,Deep Fried,Ironclaw,Ironclaw,Buster,Delbert,S,0.0296,396022350972456368,Ghost,Spyder,
8939,Spyder,Spyder,No Item,Buster,Great White,C,0.2973,309070758224221446,High Tide,Renegade,
8940,Breaker,Buster,No Item,Skyhammer,Orange Spider,A,0.0593,403217942678119074,Phantom,Peacekeeper,
8941,Skyhammer,No Item,Spyder,Peacekeeper,Brown Mouse,C,0.2973,902854671444571815,Red,Skyhammer,
8942,Infiltrator,Ironclaw,Ironclaw,Breaker,Red Panda,S,0.0296,755691669127458116,Gb,Infiltrator,
8943,Deep Fried,Deep Fried,No Item,Buster,Tuna,C,0.2973,181549352970112105,Puff,Deep Fried,
8944,Deep Fried,No Item,No Item,Skyhammer,Orange Hamster,D,0.4924,285606746955447073,Grape,Breaker,
8945,Spyder,Ironclaw,No Item,Peacekeeper,Rabbit,D,0.4924,637217170209443548,Idol,Peacekeeper,
8946,Renegade,No Item,Infiltrator,Renegade,Turkey,C,0.2973,906001203033403019,Hero,Infiltrator,
8947,Breaker,No Item,No Item,Skyhammer,Prince Cat,D,0.4924,350020748611557879,Hero,Renegade,
8948,Ravager,No Item,No Item,Skyhammer,Grey Wolf,D,0.4924,775573246388009144,Ghost,Ravager,
8949,Buster,No Item,Spyder,Spyder,Indigo Centipede,B,0.0992,453044828544906026,Spec. Ops,Skyhammer,
8950,Renegade,Ravager,Ironclaw,Breaker,Orange Hamster,D,0.4924,422862367092093253,Camo,Spyder,0.168
8951,Skyhammer,No Item,Breaker,Renegade,Hare,C,0.2973,667774708477076369,Puff,Skyhammer,0.15
8952,Breaker,No Item,Spyder,Peacekeeper,Snake,D,0.4924,910003874688964834,Maverick,Ravager,0.162
8953,Deep Fried,No Item,Renegade,Deep Fried,Black Pupper,C,0.2973,245942896966427081,Grape,Spyder,0.13
8954,Skyhammer,Breaker,Ironclaw,Breaker,Black Horse,D,0.4924,496916965449098426,Orng,Breaker,0.13
8955,Ironclaw,No Item,Peacekeeper,Peacekeeper,Black Shiba,C,0.2973,060607872866408401,Hero,Peacekeeper,0.19
8956,Infiltrator,Buster,No Item,Ironclaw,Koala,A,0.0593,881081585118444244,Ghost,Infiltrator,0.13
8957,Breaker,Breaker,No Item,Skyhammer,Brown Mouse,C,0.2973,725642946607770073,8008,Spyder,0.13
8958,Spyder,Infiltrator,Ironclaw,Skyhammer,Blaze,D,0.4924,075655942250816325,Grape,Buster,0.13
8959,Infiltrator,No Item,No Item,Ravager,White Mouse,D,0.4924,076905231188448416,Seal,Buster,0.13
8960,Infiltrator,Ravager,No Item,Buster,Prince Cat,D,0.4924,916422253192881880,Spec. Ops,Spyder,0.18
8961,Spyder,Deep Fried,Skyhammer,Skyhammer,Orange Hamster,D,0.4924,912805544270605602,Orng,Buster,0.18
8962,Renegade,Deep Fried,Ironclaw,Renegade,Rooster,D,0.4924,777682803030902470,Maverick,Spyder,0.149
8963,Renegade,Skyhammer,No Item,Renegade,Centipede,C,0.2973,780085501025445685,Puff,Buster,0.139
8964,Breaker,Peacekeeper,Ravager,Breaker,Rottweiler,D,0.4924,218037965664523536,Ghost,Peacekeeper,0.1192
8965,Breaker,Infiltrator,Spyder,Peacekeeper,Collie,D,0.4924,638518175694578474,Unit 001,Ironclaw,
8966,Buster,Ravager,No Item,Renegade,Grey Wolf,D,0.4924,702240208560660741,Grape,Renegade,0.235
8967,Breaker,No Item,No Item,Infiltrator,Snake,D,0.4924,350069313655558496,Seal,Deep Fried,0.12
8968,Peacekeeper,No Item,Peacekeeper,Skyhammer,German Shepherd,C,0.2973,662403340788003649,8008,Ravager,0.25
8969,Ironclaw,Ravager,Buster,Ravager,Bengal Cat,C,0.2973,180065031856600758,Orng,Buster,0.185
8970,Breaker,Breaker,Peacekeeper,Peacekeeper,Salmon,C,0.2973,242609275607800758,Orng,Deep Fried,0.1875
8971,Renegade,Peacekeeper,No Item,Renegade,Panda,A,0.0593,609050904000882049,Phantom,Renegade,0.32
8972,Buster,No Item,Infiltrator,Breaker,Cave Bat,D,0.4924,210035566577205480,Spec. Ops,Buster,0.1583
8973,Ravager,No Item,Deep Fried,Ironclaw,Prince Cat,D,0.4924,914869181311507740,Seal,Deep Fried,0.12
8974,Spyder,Skyhammer,Breaker,Ironclaw,Corgi,D,0.4924,631252487255491004,Phantom,Spyder,0.1863
8975,Buster,Deep Fried,No Item,Renegade,Tuxedo Cat,C,0.2973,781612609550883553,Idol,Spyder,0.17
8976,Renegade,Spyder,Ravager,Spyder,Rottweiler,D,0.4924,560084629063323690,Snes,Skyhammer,0.12
8977,Deep Fried,No Item,Infiltrator,Skyhammer,Tiger,C,0.2973,607058848988621442,Orng,Ironclaw,0.1568
8978,Peacekeeper,No Item,Infiltrator,Infiltrator,Tiger,C,0.2973,367040916755664264,Maverick,Renegade,0.1242
8979,Infiltrator,No Item,No Item,Ravager,Prince Cat,D,0.4924,636477632166220025,Hero,Peacekeeper,0.1288
8980,Ravager,Infiltrator,Spyder,Ironclaw,Golden Pupper,D,0.4924,637275789330728735,Mobile Suit,Buster,0.2791
8981,Deep Fried,No Item,Infiltrator,Infiltrator,Cave Bat,D,0.4924,494895310944548486,High Tide,Buster,0.1235
8982,Ironclaw,Peacekeeper,Infiltrator,Deep Fried,Giraffe,A,0.0593,881881897880863065,C.A.T.,Infiltrator,0.1249
8983,Infiltrator,Infiltrator,No Item,Skyhammer,German Shepherd,C,0.2973,722472546182227722,High Tide,Spyder,0.1743
8984,Peacekeeper,No Item,Peacekeeper,Deep Fried,White Squid,S,0.0296,668086093722560429,Police,Breaker,0.15
8985,Skyhammer,No Item,No Item,Renegade,Mako Shark,D,0.4924,567252600466001451,Dune,Spyder,0.0578
8986,Ironclaw,Peacekeeper,Renegade,Spyder,Cream Frenchie,B,0.0992,801873727840486607,Mobile Suit,Ravager,0.15
8987,Skyhammer,Spyder,No Item,Skyhammer,Clover,C,0.2973,840047848493447066,Orng,Peacekeeper,0.1774
8988,Infiltrator,Skyhammer,Peacekeeper,Deep Fried,Staffie,D,0.4924,356697994185166319,Dune,Peacekeeper,0.1828
8989,Skyhammer,Peacekeeper,Infiltrator,Spyder,Chicken,C,0.2973,366628625488184240,Seal,Ironclaw,0.2248
8990,Breaker,Buster,No Item,Ravager,Loxy Doge,B,0.0992,250604134630119178,High Tide,Skyhammer,0.1425
8991,Infiltrator,No Item,No Item,Renegade,Orange Hamster,D,0.4924,284251500188880799,Dune,Infiltrator,0.1324
8992,Renegade,No Item,No Item,Buster,Fox,D,0.4924,914246154000442897,Grape,Breaker,0.08
8993,Buster,No Item,Infiltrator,Ironclaw,White Squid,S,0.0296,211033783522264507,Mint,Ravager,0.39
8994,Breaker,Deep Fried,No Item,Skyhammer,White Pupper,C,0.2973,005172944650222199,Dune,Spyder,0.144
8995,Buster,No Item,No Item,Ironclaw,Green Frog,D,0.4924,143699384566669594,Phantom,Deep Fried,0.149
8996,Deep Fried,No Item,Ravager,Peacekeeper,Chicken,C,0.2973,008491272933408488,Seal,Infiltrator,0.139
8997,Ironclaw,No Item,Spyder,Skyhammer,Red Macaw,S,0.0296,960052848833935554,Phantom,Spyder,
8998,Buster,Infiltrator,Breaker,Deep Fried,Brown Mouse,C,0.2973,726055698590284262,High Tide,Buster,
8999,Peacekeeper,Buster,Deep Fried,Deep Fried,Bull,D,0.4924,637638891724900788,Seal,Ironclaw,
9000,Peacekeeper,No Item,Renegade,Ironclaw,Tuna,C,0.2973,726080386700309607,Royal,Renegade,
9001,Buster,Buster,Spyder,Ravager,Salmon,C,0.2973,847855130554362403,Red,Buster,
9002,Skyhammer,Ironclaw,Spyder,Peacekeeper,Grey Hamster,D,0.4924,287023872454690590,Crimson,Ravager,
9003,Ironclaw,No Item,Buster,Infiltrator,Grey Wolf,D,0.4924,634404516800184861,Hero,Skyhammer,
9004,Infiltrator,Renegade,Infiltrator,Ironclaw,Black Shiba,C,0.2973,305850387177987727,Dune,Renegade,
9005,Infiltrator,No Item,No Item,Skyhammer,Staffie,D,0.4924,632236844111447059,Dune,Breaker,
9006,Ravager,No Item,Buster,Infiltrator,Centipede,C,0.2973,549505219388485498,Spec. Ops,Buster,
9007,Ravager,No Item,Breaker,Ironclaw,Salmon,C,0.2973,481382686355916046,Royal,Spyder,
9008,Peacekeeper,No Item,Skyhammer,Peacekeeper,Grey Hamster,D,0.4924,145066178722101498,Orng,Breaker,0.1124
9009,Peacekeeper,Breaker,Renegade,Spyder,Pig,D,0.4924,284536520707242105,8008,Breaker,
9010,Peacekeeper,No Item,Breaker,Ironclaw,Blaze,D,0.4924,631430389722358494,Maverick,Renegade,0.1395
9011,Renegade,Infiltrator,No Item,Ravager,Chicken,C,0.2973,369069838026006049,Hero,Deep Fried,0.13
9012,Buster,Ravager,No Item,Peacekeeper,Bengal Cat,C,0.2973,120049776552110073,Grape,Deep Fried,
9013,Ironclaw,Deep Fried,Deep Fried,Peacekeeper,Corgi,D,0.4924,001226879840201214,Camo,Breaker,0.222
9014,Buster,No Item,Spyder,Peacekeeper,Prince Cat,D,0.4924,708073277566818497,Grape,Ravager,
9015,Spyder,Spyder,Spyder,Peacekeeper,Collie,D,0.4924,774094775215038408,Spec. Ops,Skyhammer,
9016,Deep Fried,No Item,No Item,Breaker,Blaze,D,0.4924,071670763955336362,High Tide,Renegade,0.2049
9017,Deep Fried,No Item,Renegade,Buster,Clover,C,0.2973,185631158977063061,Hero,Infiltrator,0.128
9018,Buster,Breaker,Deep Fried,Peacekeeper,Brown Mouse,C,0.2973,002848672563706389,Grape,Ironclaw,0.1515
9019,Ravager,Infiltrator,No Item,Skyhammer,Black Horse,D,0.4924,002084441354009023,C.A.T.,Skyhammer,0.128
9020,Buster,No Item,No Item,Deep Fried,Pig,D,0.4924,633058699511663534,Orng,Ironclaw,0.145
9021,Infiltrator,No Item,Deep Fried,Spyder,Hare,C,0.2973,365571123122000089,C.A.T.,Infiltrator,0.145
9022,Skyhammer,Ironclaw,No Item,Buster,Canadian Goose,D,0.4924,007574652427222443,Hero,Skyhammer,0.145
9023,Renegade,Ironclaw,Ironclaw,Ravager,Kaiju Styx,S+,0.01,141607131090094250,Spec. Ops,Peacekeeper,
9024,Ravager,No Item,Buster,Ironclaw,Tuna,C,0.2973,366094888366001252,Maverick,Skyhammer,
9025,Ironclaw,No Item,Infiltrator,Breaker,Bull,D,0.4924,705666668800781862,Spec. Ops,Breaker,0.1525
9026,Breaker,No Item,Spyder,Spyder,Lion Monkey,A,0.0593,648484926611241461,Puff,Skyhammer,0.207
9027,Ravager,Spyder,No Item,Infiltrator,White Pupper,C,0.2973,300008112330227589,Phantom,Ironclaw,0.119
9028,Spyder,Buster,No Item,Ravager,Boid,C,0.2973,663874838242333572,Seal,Skyhammer,0.145
9029,Ironclaw,Buster,No Item,Peacekeeper,Black Horse,D,0.4924,288350677872119173,Grape,Renegade,0.129
9030,Renegade,No Item,No Item,Renegade,Orange Cat,D,0.4924,143930606044883080,Crimson,Renegade,0.095
9031,Spyder,No Item,Renegade,Spyder,Zebra,B,0.0992,957272027277486308,Seal,Spyder,0.169
9032,Ravager,No Item,Ravager,Ravager,Grey Hamster,D,0.4924,212099232300605023,Idol,Deep Fried,0.081
9033,Renegade,No Item,No Item,Ironclaw,Pig,D,0.4924,777578485055335637,Puff,Ironclaw,0.132
9034,Deep Fried,Ravager,No Item,Ironclaw,Turkey,C,0.2973,726004986924776892,Camo,Skyhammer,0.074
